ID_Student,course_year_month,Pass,Fail,dataplus,dualpane,externalquiz,folder,forumng,glossary,homepage,htmlactivity,oucollaborate,oucontent,ouelluminate,ouwiki,page,questionnaire,quiz,repeatactivity,resource,sharedsubpage,subpage,url
2473456,DDD 2013_October,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1
674576,BBB 2014_October,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1
591257,BBB 2013_October,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1
604980,GGG 2013_October,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
556318,BBB 2013_February,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
560010,FFF 2013_February,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1
613387,EEE 2014_February,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1
2051699,AAA 2013_October,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1
262741,BBB 2013_February,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1,1
528662,FFF 2013_February,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1
563016,DDD 2013_October,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1
428321,DDD 2013_October,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
1837015,EEE 2013_October,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
496334,BBB 2013_October,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1
623889,EEE 2014_October,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1
89895,FFF 2013_February,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1
594329,DDD 2014_October,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1
575336,EEE 2013_October,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1
563046,EEE 2014_October,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1
561208,CCC 2014_October,1,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1
608983,DDD 2013_October,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1
537938,FFF 2014_February,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1
571503,BBB 2013_October,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1
1268696,AAA 2014_October,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1
527225,FFF 2013_February,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1
610453,EEE 2013_October,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1
2196923,DDD 2014_October,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1
649518,BBB 2014_October,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0
552142,FFF 2013_February,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1
2588655,DDD 2014_October,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1
634635,FFF 2014_February,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0
603834,AAA 2014_October,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0
592001,GGG 2014_February,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0
585608,GGG 2013_October,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0
623010,GGG 2014_February,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0
613722,BBB 2014_February,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1
637358,FFF 2014_October,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,1
583570,DDD 2013_October,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
599016,BBB 2013_October,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
555407,BBB 2013_February,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1
680017,DDD 2014_October,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1
2087747,BBB 2014_February,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1
601745,FFF 2013_October,0,1,0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1
525635,DDD 2014_February,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1
368106,DDD 2013_October,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1
487168,FFF 2014_February,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1
627948,BBB 2014_February,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0
574928,CCC 2014_October,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1
592625,CCC 2014_October,1,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1
589860,FFF 2013_October,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1
608221,GGG 2014_February,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
585455,CCC 2014_February,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1
637665,AAA 2014_October,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1
340647,FFF 2013_October,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1
625722,GGG 2014_February,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0
1594621,BBB 2013_October,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1
608628,GGG 2014_February,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
467756,BBB 2013_February,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1
675264,GGG 2014_October,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
46753,DDD 2014_February,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1
465175,FFF 2013_February,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1
584040,FFF 2013_October,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1
586625,DDD 2013_October,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1
298040,CCC 2014_February,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1
632473,BBB 2014_October,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1
586047,EEE 2013_October,1,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1
575039,CCC 2014_October,0,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1
548087,FFF 2013_February,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1
695001,BBB 2014_October,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1
2697885,FFF 2014_February,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1
591819,GGG 2013_October,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
571859,FFF 2013_October,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1
619380,EEE 2014_February,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1
154027,BBB 2013_February,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1
422070,BBB 2013_February,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1
573901,FFF 2013_October,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1
141377,AAA 2014_October,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1
581744,EEE 2013_October,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1
434841,DDD 2014_February,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1
2655370,FFF 2013_October,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1
300398,AAA 2013_October,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1
688822,GGG 2014_October,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
575822,FFF 2013_October,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1
479519,BBB 2013_February,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1
465777,EEE 2013_October,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1
524361,FFF 2013_February,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1
365488,BBB 2014_February,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1
531634,BBB 2013_February,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1
647154,FFF 2014_October,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1
349360,GGG 2013_October,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0
275232,DDD 2013_October,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1
600121,BBB 2013_October,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1
632312,CCC 2014_February,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1
409953,DDD 2013_October,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1
545298,BBB 2013_October,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1
594196,GGG 2013_October,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0
270502,DDD 2014_October,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1
200957,DDD 2013_February,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1
656936,GGG 2014_October,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0
180976,CCC 2014_February,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1
595943,FFF 2014_October,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1
425808,BBB 2013_February,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1,1
587616,EEE 2013_October,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1
331844,BBB 2013_February,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,1
96729,FFF 2013_February,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1
2623496,FFF 2013_October,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1
533172,FFF 2013_February,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1
557395,FFF 2013_October,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1
2537934,BBB 2014_October,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1
342155,FFF 2013_October,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1
492480,DDD 2014_October,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1
557044,FFF 2013_October,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1
602862,FFF 2014_February,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1
269593,FFF 2013_February,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1
602734,FFF 2013_October,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1
477128,DDD 2013_October,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1
1691815,CCC 2014_February,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1
517646,DDD 2013_February,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,1
473965,CCC 2014_February,1,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,1
566183,GGG 2013_October,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0
624156,DDD 2014_February,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1
438313,FFF 2013_October,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1
605245,DDD 2013_October,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1
2304417,FFF 2013_October,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1
2475591,BBB 2014_October,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1
1375851,DDD 2013_October,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1
558122,EEE 2014_February,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1
551886,BBB 2013_February,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1,1
626928,BBB 2014_February,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1
616952,DDD 2014_February,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1
618845,DDD 2014_February,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1
2691566,BBB 2013_October,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1
679840,GGG 2014_October,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
2547321,DDD 2013_February,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1
651419,FFF 2014_October,1,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1
576423,FFF 2013_October,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1
686128,BBB 2014_October,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1
304240,FFF 2013_October,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,1
566460,FFF 2014_February,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1
483275,CCC 2014_February,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1
599908,BBB 2013_October,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1
596151,BBB 2014_October,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1
236498,DDD 2013_February,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1
587621,EEE 2013_October,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1
552898,DDD 2013_October,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1
530043,FFF 2013_October,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1
607018,GGG 2013_October,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
512839,BBB 2013_October,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1
240236,DDD 2014_October,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1
592372,CCC 2014_October,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1
495320,CCC 2014_February,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1
611048,BBB 2013_October,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
689503,GGG 2014_October,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0
623333,BBB 2014_February,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1
679777,DDD 2014_October,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1
627777,BBB 2014_February,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1
681752,BBB 2014_October,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
593320,FFF 2013_October,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1
630613,CCC 2014_February,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,1
655668,BBB 2014_October,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1
400474,BBB 2013_February,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1,1
2191588,FFF 2013_October,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1
570630,DDD 2013_October,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1
491742,CCC 2014_February,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1
604997,CCC 2014_February,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1
633995,EEE 2014_October,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
486516,BBB 2014_October,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1
405314,FFF 2013_October,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1
560444,DDD 2013_February,1,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1
696583,FFF 2014_October,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1
136894,FFF 2013_October,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1
682298,FFF 2014_October,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1
286262,EEE 2014_October,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1
606274,GGG 2014_February,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
309580,DDD 2013_February,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,1
86291,BBB 2013_October,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
651990,FFF 2014_October,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1
586473,EEE 2013_October,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1
582833,BBB 2013_October,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
688265,FFF 2014_October,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,0,1,1
537328,FFF 2013_October,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1
629862,CCC 2014_February,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1
646313,FFF 2014_October,1,0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1
374747,BBB 2014_February,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1
596846,CCC 2014_October,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1
528021,EEE 2013_October,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1
535161,DDD 2013_October,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1
607896,FFF 2014_February,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1
479987,EEE 2014_October,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1
520857,FFF 2013_February,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1
591193,DDD 2013_October,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1
699417,DDD 2014_October,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1
2613331,CCC 2014_February,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1
625714,DDD 2014_February,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1
632074,CCC 2014_February,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1
491011,FFF 2014_February,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1
603058,GGG 2013_October,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0
633328,FFF 2014_February,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1
83219,EEE 2014_February,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1
2614277,FFF 2013_October,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1
1399314,FFF 2013_October,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1
607754,GGG 2013_October,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0
420867,FFF 2013_October,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1
682259,EEE 2014_October,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1
598253,BBB 2013_October,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1
648063,BBB 2014_October,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1
654206,BBB 2014_October,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0
623641,DDD 2014_October,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1
2486159,BBB 2014_October,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0
588293,DDD 2013_October,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1
556780,DDD 2013_February,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,1
579257,FFF 2013_October,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1
594199,EEE 2013_October,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1
536032,DDD 2013_February,1,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,1
563016,CCC 2014_October,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1
234609,FFF 2013_February,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1
445125,BBB 2013_February,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1
488364,BBB 2013_February,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1,1
402531,FFF 2013_February,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1
534373,BBB 2013_February,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1
593303,DDD 2013_October,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1
155158,FFF 2014_February,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1
572304,FFF 2013_October,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,1
509029,CCC 2014_February,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1
640278,FFF 2014_October,1,0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1
