ID_Student,course_year_month,pass,dataplus,dualpane,externalquiz,folder,forumng,glossary,homepage,htmlactivity,oucollaborate,oucontent,ouelluminate,ouwiki,page,questionnaire,quiz,repeatactivity,resource,sharedsubpage,subpage,url
173163,BBB 2014_October,False,0,0,0,0,37,0,147,0,1,534,0,0,0,0,95,0,26,0,59,1
2669995,DDD 2014_February,True,0,0,7,0,412,0,287,0,24,71,0,20,0,0,0,0,73,0,81,9
534913,FFF 2013_February,True,0,0,0,0,73,0,185,0,0,325,0,1,5,0,539,0,12,0,182,9
558509,EEE 2014_October,True,0,0,0,0,159,0,247,0,0,713,0,140,0,0,3,0,20,0,18,26
2272474,GGG 2014_February,True,0,0,0,0,37,0,84,0,0,144,0,0,0,0,103,0,10,0,22,0
682887,BBB 2014_October,False,0,0,0,0,13,1,202,0,1,327,0,0,0,0,43,0,19,0,30,2
2698251,DDD 2014_February,False,0,0,6,0,230,2,336,0,5,307,0,135,0,0,0,0,118,0,339,33
554967,GGG 2013_October,True,0,0,0,0,36,2,180,0,0,100,0,0,0,0,119,0,45,0,47,0
555673,BBB 2013_February,False,0,0,0,0,2492,5,554,0,0,1,9,0,0,0,100,0,135,1,219,34
281172,DDD 2014_October,True,0,0,14,0,217,10,182,0,20,154,0,0,0,0,0,0,115,0,142,20
613630,FFF 2014_February,True,48,3,0,3,354,21,593,0,18,3618,0,202,33,46,1524,0,82,0,861,130
576935,BBB 2013_October,False,0,0,0,0,638,4,483,0,0,17,0,0,0,0,95,0,143,0,169,28
506705,CCC 2014_October,True,0,0,0,0,26,0,312,3,1,988,0,13,6,9,590,0,58,0,216,24
617416,CCC 2014_February,True,0,0,0,0,0,0,160,0,11,84,0,0,2,0,391,0,142,0,131,7
371869,FFF 2013_October,True,0,1,0,1,4181,0,2604,0,0,953,0,3,8,0,752,0,19,0,350,10
465732,CCC 2014_October,False,0,0,0,0,0,0,78,0,0,2,0,0,0,0,148,0,22,0,39,3
689056,FFF 2014_October,True,0,0,0,0,314,0,203,4,3,487,0,15,2,0,307,0,16,0,111,10
689089,BBB 2014_October,False,0,0,0,0,3,0,19,0,0,12,0,0,0,0,21,0,1,0,14,0
594246,CCC 2014_February,False,0,1,0,0,487,0,181,0,0,365,0,10,0,0,183,0,110,0,38,26
510186,FFF 2013_February,True,27,14,0,0,398,4,342,0,0,4482,3,83,64,53,2283,0,122,0,651,176
679840,GGG 2014_October,True,0,0,0,0,35,0,83,0,0,155,0,0,0,0,103,0,25,0,34,0
443842,DDD 2013_February,False,0,0,6,0,0,0,164,0,0,88,0,0,1,0,0,0,20,0,87,83
2173721,FFF 2013_October,False,0,0,0,1,72,0,77,0,0,143,0,0,0,0,175,0,22,0,77,15
515536,FFF 2013_October,False,0,0,0,0,8,0,12,0,0,2,0,0,1,0,0,0,0,0,1,0
509610,DDD 2013_October,True,0,0,25,0,491,332,494,0,19,117,0,174,0,0,0,0,49,0,464,75
150282,FFF 2014_October,True,0,0,0,0,220,0,166,5,1,448,0,0,2,0,696,0,28,0,215,13
583052,CCC 2014_February,True,0,8,0,0,358,0,638,0,7,1549,0,160,0,0,515,0,106,0,130,54
2412152,FFF 2013_October,True,19,19,0,2,267,0,824,0,0,1274,0,54,47,39,2292,0,547,0,893,131
2692101,DDD 2014_February,False,0,0,3,0,12,0,76,0,0,70,0,20,0,0,0,0,47,0,72,44
2204389,EEE 2014_October,True,0,0,0,0,368,0,370,0,41,1046,0,522,0,0,158,0,11,0,35,60
2615761,DDD 2013_October,False,0,0,0,0,2,0,30,0,0,0,0,0,0,0,0,0,16,0,6,2
441201,DDD 2013_February,True,0,0,70,0,567,0,530,0,0,113,24,96,3,0,0,0,115,0,627,46
2269561,BBB 2014_October,False,0,0,0,0,35,0,41,0,3,15,0,0,0,0,51,0,11,0,15,0
674720,EEE 2014_October,False,0,1,0,0,57,0,68,0,1,61,0,0,0,0,102,0,9,0,8,11
569035,BBB 2013_October,True,0,0,0,0,345,4,408,0,0,33,0,0,0,0,72,0,49,1,85,107
624667,GGG 2014_February,False,0,0,0,0,0,0,39,0,0,153,0,0,0,0,0,0,8,0,8,0
606377,BBB 2013_October,True,0,0,0,0,1,0,4,0,0,14,0,0,0,0,59,0,2,0,8,0
573294,GGG 2013_October,False,0,0,0,0,37,0,151,0,0,166,0,0,0,0,93,0,53,0,20,0
605666,CCC 2014_October,True,0,0,0,1,410,0,221,0,0,337,0,4,9,0,509,0,34,0,177,15
609891,CCC 2014_October,False,0,0,0,2,374,0,654,0,4,1694,0,0,3,0,3278,0,174,0,428,33
522257,CCC 2014_October,True,31,23,0,3,1307,0,1537,0,5,2720,0,116,32,33,1838,0,119,0,786,79
577566,DDD 2014_October,True,0,0,2,0,158,0,367,0,1,119,0,0,1,0,482,0,193,0,228,10
2146792,AAA 2013_October,True,31,0,0,0,298,0,461,0,0,1448,0,0,0,0,0,0,18,0,119,10
369234,BBB 2014_October,False,0,0,0,0,0,0,102,0,0,420,0,0,0,2,37,0,7,0,7,1
600749,BBB 2013_October,False,0,0,0,0,4,0,16,0,0,0,0,0,0,0,1,0,4,0,3,1
596981,FFF 2013_October,True,3,3,0,3,313,0,381,0,0,843,0,18,16,12,805,0,54,0,184,23
646998,CCC 2014_October,True,0,0,0,0,846,0,736,0,24,755,0,175,0,0,471,0,57,0,141,35
586784,FFF 2013_October,True,3,0,0,3,335,0,550,0,3,1398,0,21,8,3,615,0,47,0,350,42
601640,FFF 2013_October,False,0,0,0,0,67,0,20,0,0,19,0,2,1,0,0,0,3,0,10,0
684072,BBB 2014_October,True,0,0,0,0,664,8,328,0,37,966,0,0,0,9,146,0,46,0,80,2
2045440,FFF 2013_February,True,3,4,0,0,144,0,351,0,0,1525,14,21,10,12,990,0,30,0,352,28
314548,FFF 2013_February,True,0,1,0,0,26,0,180,0,0,655,1,13,3,2,646,0,32,0,177,7
556878,BBB 2013_February,True,0,0,0,0,743,2,208,0,0,1,0,0,0,0,117,0,38,0,53,14
547784,DDD 2013_October,False,0,0,13,0,908,1,475,0,10,287,14,92,2,0,0,0,97,0,161,61
648854,DDD 2014_October,True,0,0,18,0,1668,1,1693,0,30,560,0,0,0,0,1817,0,168,0,355,40
465441,DDD 2013_October,True,0,0,15,0,718,0,403,0,8,204,0,175,0,0,0,0,82,0,272,59
430806,CCC 2014_October,True,0,0,0,0,96,0,158,0,1,114,0,0,3,0,384,0,75,0,132,4
467854,FFF 2013_February,True,0,11,0,0,111,2,396,0,0,2504,3,34,20,11,929,0,70,0,421,53
591414,BBB 2013_October,True,0,0,0,0,293,2,208,0,0,30,0,0,0,0,68,0,65,0,90,62
98842,BBB 2014_October,True,0,0,0,0,103,1,78,0,2,90,0,0,0,0,52,0,15,0,25,2
596108,BBB 2013_October,True,0,0,0,0,99,1,103,0,0,16,0,0,0,0,29,0,15,0,18,20
526980,FFF 2013_February,False,0,0,0,0,158,3,144,0,0,523,4,0,17,0,218,0,19,0,189,12
1049036,DDD 2014_February,True,0,0,26,0,117,0,297,0,2,261,0,199,0,0,0,0,90,0,183,10
676459,FFF 2014_October,True,16,3,0,0,246,0,547,9,0,2170,0,43,11,24,631,0,65,0,577,62
468845,DDD 2014_October,True,0,0,12,0,306,1,201,0,35,51,0,0,0,0,0,0,69,0,171,28
539426,BBB 2013_October,False,0,0,0,0,0,0,11,0,0,1,0,0,0,0,0,0,3,0,5,3
552441,EEE 2014_October,True,0,0,0,0,3225,0,1643,0,41,305,0,323,4,0,985,0,223,0,230,82
620423,FFF 2014_February,False,0,0,0,0,72,0,89,0,10,108,0,0,4,0,129,0,9,0,41,1
589333,BBB 2014_February,True,0,0,0,0,195,0,141,0,0,19,0,0,0,0,99,0,17,0,23,18
389250,CCC 2014_October,False,0,0,0,0,68,0,70,0,0,46,0,0,0,0,131,0,13,0,23,1
417220,GGG 2013_October,False,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,6,0,5,0
594845,BBB 2013_October,False,0,0,0,0,117,1,72,0,2,5,0,0,0,0,29,0,12,0,13,19
531845,EEE 2014_February,False,0,0,0,0,27,0,63,0,0,142,0,0,0,0,111,0,0,0,2,7
611206,EEE 2013_October,False,0,2,0,0,20,0,80,0,0,132,0,0,0,0,122,0,6,0,23,13
574070,FFF 2013_October,True,15,12,0,4,540,0,425,0,7,2347,0,117,17,33,855,0,38,0,455,28
407487,DDD 2014_October,False,0,0,1,0,39,0,70,0,3,43,0,0,0,0,0,0,11,0,21,5
630634,FFF 2014_February,True,0,0,0,1,866,0,314,0,8,120,0,51,5,7,680,0,74,0,229,17
653157,GGG 2014_October,True,0,0,0,0,0,1,134,0,0,207,0,0,0,0,124,0,22,0,18,0
494471,BBB 2013_October,False,0,0,0,0,824,0,319,0,0,7,0,0,0,0,111,0,9,0,28,7
229361,AAA 2013_October,True,10,0,0,0,40,0,372,0,0,622,0,0,0,0,0,0,2,0,112,57
622118,GGG 2014_October,False,0,0,0,0,0,3,41,0,0,161,0,0,0,0,19,0,37,0,27,0
298040,DDD 2013_February,True,0,0,35,0,4458,148,4493,0,12,421,62,327,12,0,3980,0,606,0,2303,646
379769,FFF 2014_February,False,0,0,0,0,53,1,97,0,1,165,0,1,8,0,23,0,25,0,110,12
611058,GGG 2013_October,False,0,0,0,0,1,0,74,0,0,25,0,0,0,0,1,0,31,0,10,0
590758,GGG 2014_February,False,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,3,0,2,0
571962,CCC 2014_October,False,0,0,0,5,648,0,1089,0,1,1517,0,16,28,10,2161,0,125,0,642,79
2613296,DDD 2013_October,True,0,0,5,0,412,0,469,0,3,435,0,65,0,0,0,0,75,0,279,32
396532,GGG 2014_October,False,0,0,0,0,12,1,46,0,0,13,0,0,0,0,0,0,26,0,11,0
243851,BBB 2013_October,True,0,0,0,0,366,0,470,0,0,28,0,0,0,0,88,0,35,0,57,16
681384,BBB 2014_October,False,0,0,0,0,0,0,14,0,0,8,0,0,0,0,0,0,3,0,4,1
198902,EEE 2014_February,False,0,0,0,0,40,0,163,0,1,365,0,49,0,0,127,0,49,0,57,6
628561,FFF 2014_February,True,0,0,0,1,49,0,156,0,0,564,0,1,7,0,500,0,52,0,215,11
526819,FFF 2013_February,False,0,3,0,0,192,0,294,0,2,2380,14,3,2,0,1385,0,42,0,423,31
628530,GGG 2014_February,True,0,0,0,0,112,7,197,0,0,501,0,0,0,0,234,0,40,0,34,0
371787,FFF 2013_February,True,53,10,0,0,1612,0,1287,0,0,2124,36,17,12,36,971,0,80,0,626,70
530514,BBB 2013_October,True,0,0,0,0,8,0,95,0,0,6,0,0,0,0,61,0,2,0,8,38
2647226,DDD 2013_February,True,0,0,19,0,180,15,350,0,0,60,60,114,1,0,0,0,108,0,296,68
608217,DDD 2013_October,True,0,0,18,0,357,32,194,0,11,31,0,129,0,0,0,0,67,0,205,8
573696,FFF 2013_October,False,0,0,0,0,163,0,208,0,5,76,0,0,9,0,376,0,49,0,104,8
607130,DDD 2014_February,True,0,0,27,0,526,31,734,0,20,638,0,69,0,0,0,0,116,0,728,131
440499,DDD 2013_February,True,0,0,20,0,110,0,353,0,0,176,12,88,1,0,0,0,135,0,208,89
655927,FFF 2014_October,True,5,0,0,0,432,0,376,3,0,421,0,1,1,0,970,0,109,0,372,34
688250,FFF 2014_October,False,0,0,0,0,17,0,32,3,0,45,0,0,0,0,2,0,14,0,30,1
556007,DDD 2014_October,False,0,0,0,0,32,0,50,0,0,12,0,0,0,0,0,0,6,0,10,2
50069,BBB 2014_February,False,0,0,0,0,152,0,140,0,0,7,0,0,0,0,39,0,76,0,101,16
682738,CCC 2014_October,False,0,0,0,0,143,0,85,0,0,10,0,0,0,0,228,0,16,0,37,9
622480,GGG 2014_February,False,0,0,0,0,108,0,102,0,0,123,0,0,0,0,88,0,32,0,29,0
2540871,FFF 2014_October,False,0,1,0,0,280,0,338,9,0,870,0,30,8,10,337,0,38,0,234,22
34229,BBB 2013_February,True,0,0,0,0,274,26,184,0,0,0,0,0,0,0,56,0,47,0,101,18
1997164,CCC 2014_February,True,7,21,0,0,722,0,764,0,0,3230,67,72,26,20,1933,0,113,0,880,79
131776,EEE 2014_October,True,0,0,0,0,68,0,163,0,2,702,0,44,0,0,68,0,12,0,1,5
483952,BBB 2013_February,False,0,0,0,0,206,1,247,0,0,0,0,0,0,0,108,0,15,0,21,4
654169,FFF 2014_October,True,34,1,0,0,99,4,268,7,10,1665,0,14,11,31,792,0,20,0,220,32
687115,FFF 2014_October,True,0,0,0,0,42,0,92,3,0,502,0,0,1,0,369,0,32,0,199,4
627968,BBB 2014_October,False,0,0,0,0,15,2,207,0,3,803,0,0,0,0,50,0,62,0,24,0
558122,EEE 2014_February,False,0,0,0,0,10,0,42,0,0,205,0,0,0,0,10,0,8,0,11,3
564714,CCC 2014_October,False,0,2,0,0,224,0,217,0,2,365,0,266,0,0,245,0,20,0,67,42
688722,DDD 2014_October,True,0,0,24,0,348,1,297,0,51,219,0,0,0,0,0,0,137,0,240,39
2499779,CCC 2014_October,False,0,0,0,0,318,0,125,0,4,2,0,0,2,0,497,0,87,0,108,13
498636,FFF 2014_February,False,0,5,0,0,479,0,282,0,0,704,8,44,10,4,230,0,18,0,183,12
648649,CCC 2014_October,True,0,0,0,0,32,0,193,0,8,185,0,0,1,0,705,0,71,0,111,17
695049,BBB 2014_October,True,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0
691465,FFF 2014_October,False,0,0,0,0,417,0,371,4,8,682,0,12,4,0,1150,0,140,0,337,15
2469321,FFF 2013_October,True,46,22,0,2,320,68,644,0,1,1672,0,34,15,36,802,0,57,0,318,62
484423,DDD 2013_October,True,0,0,9,0,106,1,258,0,8,232,0,50,0,0,0,0,85,0,234,30
587509,GGG 2013_October,False,0,0,0,0,127,0,260,5,4,160,0,0,3,0,109,0,43,0,102,2
683270,EEE 2014_October,True,0,0,0,0,975,0,350,0,8,994,0,231,2,0,162,0,14,0,23,106
2170320,FFF 2013_October,False,0,0,0,0,261,0,153,0,0,340,0,7,9,3,250,0,30,0,156,16
601390,FFF 2013_October,True,0,3,0,2,365,0,381,0,4,963,0,57,11,0,622,0,40,0,190,16
594625,GGG 2013_October,True,0,0,0,0,41,2,36,0,0,117,0,0,0,0,77,0,6,0,1,0
2474925,FFF 2013_February,False,0,0,0,0,85,0,81,0,0,183,1,2,5,0,39,0,23,0,71,7
603440,BBB 2013_October,True,0,0,0,0,153,0,207,0,0,1,0,0,0,0,50,0,104,0,170,9
473509,BBB 2014_February,False,0,0,3,0,939,0,366,0,0,6,0,2,0,0,2,0,14,0,28,20
2578567,BBB 2013_February,False,0,0,0,0,253,4,115,0,0,1,9,0,0,0,43,0,30,0,56,18
2237223,FFF 2013_October,False,0,0,0,0,72,0,64,0,2,122,0,1,6,0,1,0,5,0,58,1
560643,GGG 2014_October,False,0,0,0,0,0,0,32,0,0,30,0,0,0,0,1,0,23,0,7,0
536435,CCC 2014_February,False,0,0,0,0,9,0,252,0,0,17,0,0,0,0,738,0,141,0,164,11
414094,DDD 2014_October,False,0,0,26,0,114,2,258,0,44,167,0,0,0,0,0,0,104,0,62,18
165421,DDD 2013_February,False,0,0,46,0,35,1,269,0,0,213,7,114,1,0,0,0,150,0,287,55
173004,DDD 2013_October,False,0,0,73,0,349,0,412,0,2,124,3,90,1,0,0,0,62,0,437,30
482868,DDD 2013_October,True,0,0,4,0,244,0,445,0,21,426,0,80,0,0,67,0,62,0,192,23
229179,AAA 2013_October,True,0,0,0,0,75,0,145,0,0,315,0,0,0,0,0,0,7,0,53,19
689433,GGG 2014_October,True,0,0,0,0,252,40,110,0,0,286,0,0,0,0,102,0,33,0,36,0
533846,BBB 2013_February,False,0,0,0,0,37,0,41,0,0,4,0,0,0,0,2,0,18,0,41,2
337359,DDD 2014_October,True,0,0,11,0,75,10,121,0,0,131,0,0,0,0,0,0,29,0,101,16
586370,GGG 2013_October,False,0,0,0,0,0,0,7,0,0,21,0,0,0,0,39,0,2,0,3,0
522622,BBB 2013_October,True,0,0,0,0,1,0,8,0,0,1,0,0,0,0,1,0,1,0,6,3
685928,FFF 2014_October,False,0,0,0,0,0,0,15,1,0,20,0,0,1,0,7,0,6,0,17,1
384107,FFF 2014_October,False,0,0,0,0,188,0,240,1,0,682,0,31,1,0,653,0,18,0,234,9
580458,DDD 2014_October,True,0,0,78,0,788,339,615,0,27,179,0,0,0,0,0,0,108,0,430,62
596093,DDD 2013_October,True,0,0,0,0,376,0,174,0,20,62,0,87,0,0,0,0,25,0,69,8
415952,FFF 2013_February,True,9,0,0,0,75,0,243,0,0,886,0,4,7,12,563,0,21,0,134,9
550245,BBB 2014_October,True,0,0,0,0,0,1,80,0,0,60,0,0,0,0,6,0,38,0,40,2
555102,BBB 2013_February,True,0,0,0,0,29,0,43,0,0,0,0,0,0,0,65,0,1,0,2,0
29411,DDD 2013_October,True,0,0,24,0,172,4,254,0,2,67,0,74,0,0,226,0,96,0,223,28
611983,DDD 2014_February,False,0,0,2,0,96,0,61,0,1,25,0,14,0,0,0,0,78,0,25,3
436058,CCC 2014_February,True,0,0,0,0,1,0,114,0,0,401,0,0,3,0,193,0,41,0,87,9
489560,FFF 2013_October,True,0,7,0,2,83,0,222,0,0,737,0,4,2,3,625,0,25,0,172,14
552339,BBB 2013_October,True,0,0,0,0,1611,0,559,0,3,43,0,0,0,0,143,0,37,0,47,18
528662,FFF 2013_February,False,0,9,0,0,224,0,408,0,0,1640,32,27,24,11,333,0,25,0,437,51
338689,FFF 2014_October,True,5,0,0,0,35,0,129,6,2,638,0,14,5,11,476,0,26,0,181,18
613611,GGG 2014_February,False,0,0,0,0,7,0,59,0,0,27,0,0,0,0,2,0,35,0,18,0
517474,BBB 2013_February,True,0,0,0,0,444,1,295,0,0,0,0,0,0,0,119,0,17,0,55,16
266564,BBB 2013_October,True,0,0,0,0,120,0,106,0,0,9,0,0,0,0,75,0,89,0,37,21
558054,EEE 2013_October,True,0,9,0,0,18,0,291,0,0,1044,0,346,0,0,209,0,3,0,5,39
274967,EEE 2014_October,True,0,0,0,0,377,0,158,0,1,617,0,303,0,0,92,0,5,0,5,23
264845,CCC 2014_October,False,0,0,0,0,124,0,144,0,0,94,0,0,1,0,299,0,49,0,90,10
584042,BBB 2013_October,True,0,0,0,0,482,1,263,0,2,15,0,0,0,0,106,0,32,0,63,29
363773,CCC 2014_February,True,0,0,0,0,937,0,660,0,4,95,0,0,1,0,707,0,48,0,235,12
589963,DDD 2014_February,True,0,0,9,0,205,0,296,0,21,92,0,36,0,0,0,0,65,0,161,15
631524,FFF 2014_October,False,0,0,0,0,171,0,522,2,11,1637,0,58,17,4,721,0,45,0,986,21
368935,FFF 2013_October,False,0,0,0,5,27,0,263,0,3,555,0,3,3,0,841,0,55,0,160,38
2387566,GGG 2013_October,False,0,0,0,0,26,4,65,0,0,75,0,0,0,0,27,0,69,0,55,0
171751,BBB 2014_February,True,0,0,0,0,151,0,49,0,1,10,0,0,0,0,80,0,11,0,15,3
630029,BBB 2014_February,True,0,0,0,0,39,0,85,0,0,5,0,0,0,0,30,0,22,0,41,3
558250,BBB 2013_February,True,0,0,0,0,2280,4,313,0,0,3,0,0,0,0,91,0,25,0,39,9
573245,FFF 2013_October,False,0,0,0,0,226,0,249,0,12,253,0,7,5,0,1,0,14,0,127,8
2035574,BBB 2014_October,True,0,0,0,0,111,4,267,0,10,550,0,0,0,13,182,0,37,0,79,0
2109119,CCC 2014_February,True,0,4,0,0,1375,0,601,0,0,788,0,252,5,0,682,0,231,0,478,61
584611,BBB 2013_October,False,0,0,0,0,46,0,36,0,1,5,0,0,0,0,43,0,0,0,2,0
151697,BBB 2013_February,True,0,0,0,0,230,0,66,0,0,1,0,0,0,0,74,0,16,0,31,6
685105,FFF 2014_October,False,0,0,0,0,43,0,111,1,0,229,0,1,0,0,673,0,33,0,120,3
2570253,DDD 2013_October,True,0,0,24,0,1954,6,1669,0,56,189,0,439,0,0,0,0,144,0,600,830
534133,BBB 2013_October,True,0,0,0,0,1584,1,206,0,0,47,0,0,0,0,101,0,18,0,27,19
601653,EEE 2013_October,True,0,5,0,0,136,0,184,0,0,395,0,206,0,0,166,0,33,0,48,30
593421,BBB 2013_October,True,0,0,0,0,366,0,56,0,1,5,0,0,0,0,120,0,0,0,5,1
648269,DDD 2014_October,True,0,0,11,0,11,16,102,0,0,77,0,0,0,0,0,0,34,0,90,4
603341,FFF 2013_October,True,0,0,0,3,89,0,98,0,1,159,0,7,7,0,515,0,35,0,146,8
613418,BBB 2013_October,True,0,0,0,0,40,2,246,0,0,17,0,0,0,0,153,0,79,0,128,19
596596,BBB 2013_October,False,0,0,0,0,505,0,139,0,0,26,0,0,0,0,78,0,15,0,34,3
652890,FFF 2014_October,False,0,0,0,0,151,0,170,5,0,515,0,22,3,0,357,0,21,0,148,7
626238,DDD 2014_February,True,0,0,11,0,479,0,280,0,0,74,0,122,0,0,0,0,50,0,146,47
409953,DDD 2013_October,True,0,0,13,0,232,0,396,0,18,62,0,71,3,0,384,0,134,0,313,22
570168,BBB 2013_October,True,0,0,0,0,6632,8,2829,0,4,22,0,0,0,0,243,0,225,0,322,148
424577,AAA 2014_October,True,7,0,0,0,101,0,448,0,0,1509,0,0,0,0,0,0,14,0,94,23
478212,EEE 2013_October,False,0,5,0,0,62,0,297,0,0,447,0,218,0,0,377,0,48,0,67,16
642883,GGG 2014_October,True,0,0,0,0,104,4,257,0,0,343,0,0,0,0,172,0,72,0,55,0
591566,EEE 2013_October,True,0,4,0,0,182,0,330,0,1,803,0,416,0,0,418,0,36,0,68,43
594823,FFF 2013_October,False,0,0,0,0,53,0,89,0,0,103,0,0,3,0,712,0,14,0,68,0
549354,DDD 2013_February,False,0,0,4,0,17,0,63,0,0,16,0,0,3,0,0,0,5,0,27,19
2479413,FFF 2013_February,True,25,10,0,0,676,0,704,0,0,2222,28,99,21,32,1067,0,51,0,416,34
554459,EEE 2013_October,False,0,4,0,0,65,0,374,0,7,418,0,33,0,0,382,0,91,0,169,38
477517,DDD 2013_February,True,0,0,60,0,559,337,658,0,0,88,55,286,0,0,0,0,86,0,527,102
653951,BBB 2014_October,False,0,0,0,0,156,2,285,0,44,1354,0,0,0,3,177,0,49,0,44,2
601388,FFF 2013_October,True,3,0,0,2,127,0,225,0,0,237,0,0,7,0,865,0,61,0,237,8
109372,BBB 2013_October,True,0,0,0,0,532,1,537,0,0,13,0,0,0,0,290,0,40,0,18,19
346853,FFF 2013_February,False,0,21,0,0,424,0,190,0,0,1099,9,139,13,10,125,0,21,0,215,22
558915,FFF 2013_February,True,0,5,0,0,425,0,488,0,0,3985,13,15,24,3,701,0,31,0,603,43
