id_student,activity_type,sum_click,final_result
558024,url,14,Pass
2636696,forumng,1,Pass
2636696,glossary,0,Pass
2636696,oucollaborate,1,Pass
2636696,oucontent,6,Pass
2636696,ouelluminate,0,Pass
2636696,questionnaire,0,Pass
2636696,quiz,74,Pass
2636696,resource,2,Pass
2636696,sharedsubpage,0,Pass
2636696,subpage,4,Pass
2636696,url,21,Pass
2280038,forumng,52,Fail
2280038,glossary,0,Fail
2280038,oucollaborate,0,Fail
2280038,oucontent,0,Fail
2280038,ouelluminate,0,Fail
2280038,questionnaire,0,Fail
2280038,quiz,0,Fail
2280038,resource,11,Fail
2280038,sharedsubpage,0,Fail
2280038,subpage,0,Fail
2280038,url,2,Fail
512417,forumng,898,Pass
512417,glossary,0,Pass
512417,oucollaborate,0,Pass
512417,oucontent,2,Pass
512417,ouelluminate,0,Pass
512417,questionnaire,0,Pass
512417,quiz,83,Pass
512417,resource,9,Pass
512417,sharedsubpage,0,Pass
512417,subpage,27,Pass
512417,url,43,Pass
1989014,forumng,285,Pass
1989014,glossary,8,Pass
1989014,oucollaborate,95,Pass
1989014,oucontent,1361,Pass
1989014,ouelluminate,0,Pass
1989014,questionnaire,10,Pass
1989014,quiz,360,Pass
1989014,resource,106,Pass
1989014,sharedsubpage,0,Pass
1989014,subpage,96,Pass
1989014,url,13,Pass
587459,forumng,147,Pass
587459,glossary,10,Pass
587459,oucollaborate,1,Pass
587459,oucontent,847,Pass
587459,ouelluminate,0,Pass
587459,questionnaire,4,Pass
587459,quiz,164,Pass
587459,resource,21,Pass
587459,sharedsubpage,0,Pass
587459,subpage,95,Pass
587459,url,9,Pass
655547,forumng,0,Pass
655547,glossary,0,Pass
655547,oucollaborate,0,Pass
655547,oucontent,228,Pass
655547,ouelluminate,0,Pass
655547,questionnaire,0,Pass
655547,quiz,190,Pass
655547,resource,37,Pass
655547,sharedsubpage,0,Pass
655547,subpage,46,Pass
655547,url,4,Pass
555946,forumng,219,Fail
555946,glossary,0,Fail
555946,oucollaborate,0,Fail
555946,oucontent,2,Fail
555946,ouelluminate,0,Fail
555946,questionnaire,0,Fail
555946,quiz,61,Fail
555946,resource,26,Fail
555946,sharedsubpage,0,Fail
555946,subpage,33,Fail
555946,url,8,Fail
527313,forumng,23,Fail
527313,glossary,0,Fail
527313,oucollaborate,0,Fail
527313,oucontent,1,Fail
527313,ouelluminate,0,Fail
527313,questionnaire,0,Fail
527313,quiz,1,Fail
527313,resource,4,Fail
527313,sharedsubpage,0,Fail
527313,subpage,5,Fail
527313,url,2,Fail
608110,forumng,24,Pass
608110,glossary,0,Pass
608110,oucollaborate,2,Pass
608110,oucontent,10,Pass
608110,ouelluminate,0,Pass
608110,questionnaire,0,Pass
608110,quiz,62,Pass
608110,resource,6,Pass
608110,sharedsubpage,0,Pass
608110,subpage,16,Pass
608110,url,13,Pass
184972,forumng,63,Pass
184972,glossary,2,Pass
184972,oucollaborate,11,Pass
184972,oucontent,1197,Pass
184972,ouelluminate,0,Pass
184972,questionnaire,7,Pass
184972,quiz,111,Pass
184972,resource,89,Pass
184972,sharedsubpage,0,Pass
184972,subpage,18,Pass
184972,url,0,Pass
565575,forumng,12,Pass
565575,glossary,0,Pass
565575,oucollaborate,14,Pass
565575,oucontent,282,Pass
565575,ouelluminate,0,Pass
565575,questionnaire,0,Pass
565575,quiz,147,Pass
565575,resource,41,Pass
565575,sharedsubpage,0,Pass
565575,subpage,41,Pass
565575,url,1,Pass
641840,forumng,154,Pass
641840,glossary,0,Pass
641840,oucollaborate,2,Pass
641840,oucontent,343,Pass
641840,ouelluminate,0,Pass
641840,questionnaire,6,Pass
641840,quiz,111,Pass
641840,resource,34,Pass
641840,sharedsubpage,0,Pass
641840,subpage,63,Pass
641840,url,0,Pass
646063,forumng,0,Pass
646063,glossary,2,Pass
646063,oucollaborate,0,Pass
646063,oucontent,598,Pass
646063,ouelluminate,0,Pass
646063,questionnaire,11,Pass
646063,quiz,235,Pass
646063,resource,18,Pass
646063,sharedsubpage,0,Pass
646063,subpage,19,Pass
646063,url,1,Pass
645042,forumng,174,Fail
645042,glossary,1,Fail
645042,oucollaborate,12,Fail
645042,oucontent,272,Fail
645042,ouelluminate,0,Fail
645042,questionnaire,0,Fail
645042,quiz,35,Fail
645042,resource,13,Fail
645042,sharedsubpage,0,Fail
645042,subpage,17,Fail
645042,url,1,Fail
2299745,forumng,22,Fail
2299745,glossary,0,Fail
2299745,oucollaborate,1,Fail
2299745,oucontent,84,Fail
2299745,ouelluminate,0,Fail
2299745,questionnaire,0,Fail
2299745,quiz,51,Fail
2299745,resource,15,Fail
2299745,sharedsubpage,0,Fail
2299745,subpage,12,Fail
2299745,url,0,Fail
2001687,forumng,1,Pass
2001687,glossary,0,Pass
2001687,oucollaborate,0,Pass
2001687,oucontent,58,Pass
2001687,ouelluminate,0,Pass
2001687,questionnaire,0,Pass
2001687,quiz,67,Pass
2001687,resource,33,Pass
2001687,sharedsubpage,0,Pass
2001687,subpage,69,Pass
2001687,url,7,Pass
610032,forumng,1689,Pass
610032,glossary,16,Pass
610032,oucollaborate,0,Pass
610032,oucontent,33,Pass
610032,ouelluminate,0,Pass
610032,questionnaire,0,Pass
610032,quiz,103,Pass
610032,resource,19,Pass
610032,sharedsubpage,0,Pass
610032,subpage,39,Pass
610032,url,54,Pass
2228601,forumng,726,Pass
2228601,glossary,15,Pass
2228601,oucollaborate,48,Pass
2228601,oucontent,1055,Pass
2228601,ouelluminate,0,Pass
2228601,questionnaire,6,Pass
2228601,quiz,250,Pass
2228601,resource,52,Pass
2228601,sharedsubpage,0,Pass
2228601,subpage,130,Pass
2228601,url,7,Pass
682107,forumng,1,Pass
682107,glossary,1,Pass
682107,oucollaborate,0,Pass
682107,oucontent,744,Pass
682107,ouelluminate,0,Pass
682107,questionnaire,16,Pass
682107,quiz,259,Pass
682107,resource,36,Pass
682107,sharedsubpage,0,Pass
682107,subpage,16,Pass
682107,url,0,Pass
624738,forumng,264,Pass
624738,glossary,0,Pass
624738,oucollaborate,0,Pass
624738,oucontent,15,Pass
624738,ouelluminate,0,Pass
624738,questionnaire,0,Pass
624738,quiz,80,Pass
624738,resource,56,Pass
624738,sharedsubpage,0,Pass
624738,subpage,36,Pass
624738,url,50,Pass
634481,forumng,0,Pass
634481,glossary,0,Pass
634481,oucollaborate,0,Pass
634481,oucontent,31,Pass
634481,ouelluminate,0,Pass
634481,questionnaire,0,Pass
634481,quiz,84,Pass
634481,resource,3,Pass
634481,sharedsubpage,0,Pass
634481,subpage,5,Pass
634481,url,1,Pass
515329,forumng,2,Pass
515329,glossary,0,Pass
515329,oucollaborate,3,Pass
515329,oucontent,429,Pass
515329,ouelluminate,0,Pass
515329,questionnaire,9,Pass
515329,quiz,214,Pass
515329,resource,30,Pass
515329,sharedsubpage,0,Pass
515329,subpage,20,Pass
515329,url,0,Pass
558373,forumng,205,Pass
558373,glossary,0,Pass
558373,oucollaborate,0,Pass
558373,oucontent,3,Pass
558373,ouelluminate,0,Pass
558373,questionnaire,0,Pass
558373,quiz,141,Pass
558373,resource,163,Pass
558373,sharedsubpage,0,Pass
558373,subpage,182,Pass
558373,url,7,Pass
588685,forumng,20,Fail
588685,glossary,0,Fail
588685,oucollaborate,0,Fail
588685,oucontent,0,Fail
588685,ouelluminate,0,Fail
588685,questionnaire,0,Fail
588685,quiz,29,Fail
588685,resource,1,Fail
588685,sharedsubpage,0,Fail
588685,subpage,4,Fail
588685,url,4,Fail
2474493,forumng,85,Pass
2474493,glossary,0,Pass
2474493,oucollaborate,0,Pass
2474493,oucontent,0,Pass
2474493,ouelluminate,0,Pass
2474493,questionnaire,0,Pass
2474493,quiz,48,Pass
2474493,resource,14,Pass
2474493,sharedsubpage,0,Pass
2474493,subpage,27,Pass
2474493,url,2,Pass
602826,forumng,535,Fail
602826,glossary,0,Fail
602826,oucollaborate,0,Fail
602826,oucontent,0,Fail
602826,ouelluminate,0,Fail
602826,questionnaire,0,Fail
602826,quiz,107,Fail
602826,resource,4,Fail
602826,sharedsubpage,0,Fail
602826,subpage,16,Fail
602826,url,9,Fail
369234,forumng,0,Fail
369234,glossary,0,Fail
369234,oucollaborate,0,Fail
369234,oucontent,420,Fail
369234,ouelluminate,0,Fail
369234,questionnaire,2,Fail
369234,quiz,37,Fail
369234,resource,7,Fail
369234,sharedsubpage,0,Fail
369234,subpage,7,Fail
369234,url,1,Fail
547892,forumng,335,Pass
547892,glossary,2,Pass
547892,oucollaborate,0,Pass
547892,oucontent,0,Pass
547892,ouelluminate,0,Pass
547892,questionnaire,0,Pass
547892,quiz,55,Pass
547892,resource,32,Pass
547892,sharedsubpage,0,Pass
547892,subpage,35,Pass
547892,url,7,Pass
537434,forumng,1931,Pass
537434,glossary,0,Pass
537434,oucollaborate,0,Pass
537434,oucontent,2,Pass
537434,ouelluminate,7,Pass
537434,questionnaire,0,Pass
537434,quiz,135,Pass
537434,resource,91,Pass
537434,sharedsubpage,0,Pass
537434,subpage,149,Pass
537434,url,16,Pass
507014,forumng,9,Pass
507014,glossary,0,Pass
507014,oucollaborate,2,Pass
507014,oucontent,128,Pass
507014,ouelluminate,0,Pass
507014,questionnaire,0,Pass
507014,quiz,13,Pass
507014,resource,29,Pass
507014,sharedsubpage,0,Pass
507014,subpage,29,Pass
507014,url,0,Pass
654545,forumng,83,Fail
654545,glossary,4,Fail
654545,oucollaborate,11,Fail
654545,oucontent,178,Fail
654545,ouelluminate,0,Fail
654545,questionnaire,0,Fail
654545,quiz,0,Fail
654545,resource,23,Fail
654545,sharedsubpage,0,Fail
654545,subpage,26,Fail
654545,url,2,Fail
686378,forumng,6,Fail
686378,glossary,6,Fail
686378,oucollaborate,0,Fail
686378,oucontent,339,Fail
686378,ouelluminate,0,Fail
686378,questionnaire,0,Fail
686378,quiz,170,Fail
686378,resource,138,Fail
686378,sharedsubpage,0,Fail
686378,subpage,104,Fail
686378,url,4,Fail
629835,forumng,361,Pass
629835,glossary,0,Pass
629835,oucollaborate,1,Pass
629835,oucontent,24,Pass
629835,ouelluminate,0,Pass
629835,questionnaire,0,Pass
629835,quiz,69,Pass
629835,resource,1,Pass
629835,sharedsubpage,0,Pass
629835,subpage,9,Pass
629835,url,9,Pass
631266,forumng,8,Fail
631266,glossary,0,Fail
631266,oucollaborate,0,Fail
631266,oucontent,62,Fail
631266,ouelluminate,0,Fail
631266,questionnaire,0,Fail
631266,quiz,37,Fail
631266,resource,12,Fail
631266,sharedsubpage,0,Fail
631266,subpage,11,Fail
631266,url,0,Fail
697959,forumng,0,Pass
697959,glossary,0,Pass
697959,oucollaborate,0,Pass
697959,oucontent,915,Pass
697959,ouelluminate,0,Pass
697959,questionnaire,4,Pass
697959,quiz,140,Pass
697959,resource,14,Pass
697959,sharedsubpage,0,Pass
697959,subpage,31,Pass
697959,url,0,Pass
599908,forumng,453,Pass
599908,glossary,4,Pass
599908,oucollaborate,0,Pass
599908,oucontent,8,Pass
599908,ouelluminate,0,Pass
599908,questionnaire,0,Pass
599908,quiz,81,Pass
599908,resource,64,Pass
599908,sharedsubpage,0,Pass
599908,subpage,79,Pass
599908,url,75,Pass
466037,forumng,78,Fail
466037,glossary,0,Fail
466037,oucollaborate,0,Fail
466037,oucontent,0,Fail
466037,ouelluminate,0,Fail
466037,questionnaire,0,Fail
466037,quiz,35,Fail
466037,resource,9,Fail
466037,sharedsubpage,0,Fail
466037,subpage,16,Fail
466037,url,5,Fail
651087,forumng,0,Fail
651087,glossary,0,Fail
651087,oucollaborate,0,Fail
651087,oucontent,20,Fail
651087,ouelluminate,0,Fail
651087,questionnaire,0,Fail
651087,quiz,0,Fail
651087,resource,20,Fail
651087,sharedsubpage,0,Fail
651087,subpage,12,Fail
651087,url,0,Fail
630497,forumng,18,Fail
630497,glossary,0,Fail
630497,oucollaborate,0,Fail
630497,oucontent,3,Fail
630497,ouelluminate,0,Fail
630497,questionnaire,0,Fail
630497,quiz,1,Fail
630497,resource,6,Fail
630497,sharedsubpage,0,Fail
630497,subpage,17,Fail
630497,url,5,Fail
553490,forumng,87,Fail
553490,glossary,0,Fail
553490,oucollaborate,0,Fail
553490,oucontent,1,Fail
553490,ouelluminate,2,Fail
553490,questionnaire,0,Fail
553490,quiz,0,Fail
553490,resource,5,Fail
553490,sharedsubpage,0,Fail
553490,subpage,9,Fail
553490,url,5,Fail
635433,forumng,66,Pass
635433,glossary,0,Pass
635433,oucollaborate,1,Pass
635433,oucontent,26,Pass
635433,ouelluminate,0,Pass
635433,questionnaire,0,Pass
635433,quiz,89,Pass
635433,resource,3,Pass
635433,sharedsubpage,0,Pass
635433,subpage,9,Pass
635433,url,0,Pass
520100,forumng,0,Fail
520100,glossary,0,Fail
520100,oucollaborate,0,Fail
520100,oucontent,0,Fail
520100,ouelluminate,0,Fail
520100,questionnaire,0,Fail
520100,quiz,0,Fail
520100,resource,2,Fail
520100,sharedsubpage,0,Fail
520100,subpage,3,Fail
520100,url,1,Fail
572508,forumng,339,Pass
572508,glossary,0,Pass
572508,oucollaborate,2,Pass
572508,oucontent,22,Pass
572508,ouelluminate,0,Pass
572508,questionnaire,0,Pass
572508,quiz,97,Pass
572508,resource,32,Pass
572508,sharedsubpage,0,Pass
572508,subpage,69,Pass
572508,url,53,Pass
614744,forumng,56,Pass
614744,glossary,0,Pass
614744,oucollaborate,0,Pass
614744,oucontent,24,Pass
614744,ouelluminate,0,Pass
614744,questionnaire,0,Pass
614744,quiz,78,Pass
614744,resource,0,Pass
614744,sharedsubpage,0,Pass
614744,subpage,2,Pass
614744,url,9,Pass
537640,forumng,29,Pass
537640,glossary,0,Pass
537640,oucollaborate,15,Pass
537640,oucontent,456,Pass
537640,ouelluminate,0,Pass
537640,questionnaire,0,Pass
537640,quiz,144,Pass
537640,resource,57,Pass
537640,sharedsubpage,0,Pass
537640,subpage,65,Pass
537640,url,3,Pass
571554,forumng,376,Pass
571554,glossary,1,Pass
571554,oucollaborate,0,Pass
571554,oucontent,76,Pass
571554,ouelluminate,0,Pass
571554,questionnaire,0,Pass
571554,quiz,88,Pass
571554,resource,34,Pass
571554,sharedsubpage,0,Pass
571554,subpage,63,Pass
571554,url,122,Pass
613418,forumng,40,Pass
613418,glossary,2,Pass
613418,oucollaborate,0,Pass
613418,oucontent,17,Pass
613418,ouelluminate,0,Pass
