id_student,final_result,forumng,glossary,homepage,oucollaborate,oucontent,ouelluminate,questionnaire,quiz,resource,sharedsubpage,subpage,url
676322,Pass,124,0,201,9,227,0,0,2,46,0,33,2
553078,Pass,115,0,60,1,5,0,0,74,3,0,14,3
475363,Pass,78,17,56,2,124,0,0,0,8,0,44,0
651544,Pass,167,8,207,8,481,0,9,0,12,0,33,0
552826,Pass,301,0,101,0,1,2,0,72,20,0,54,15
476278,Pass,2438,0,483,0,22,0,0,93,22,0,28,27
534652,Pass,787,0,343,0,1,0,0,80,18,0,18,6
537414,Pass,117,0,106,0,0,0,0,73,44,0,49,5
630028,Pass,67,0,189,0,33,0,0,117,65,0,118,17
1781804,Fail,0,0,5,0,0,0,0,17,0,0,1,0
613864,Fail,1,0,2,0,0,0,0,0,0,0,0,0
2407594,Pass,17,0,286,9,1207,0,12,151,32,0,35,2
350312,Fail,4,1,17,0,17,0,0,53,8,0,3,0
387406,Fail,26,1,75,3,28,0,0,211,22,0,22,1
604951,Fail,19,0,11,0,7,0,0,22,2,0,4,1
485630,Pass,464,0,140,0,0,2,0,80,25,0,48,11
645420,Fail,0,0,61,0,22,0,0,11,20,0,8,0
587409,Pass,67,0,30,0,15,0,0,27,2,0,5,5
1559428,Fail,1,0,17,0,0,0,0,42,0,0,1,0
514302,Pass,294,19,136,0,16,0,0,71,37,0,78,22
543356,Pass,1669,5,767,0,2,3,0,81,63,1,91,47
322574,Fail,0,0,7,0,2,0,0,0,10,0,5,1
1786380,Pass,10,0,44,0,36,0,0,90,2,0,12,6
677997,Fail,0,0,56,0,123,0,0,47,44,0,8,1
612230,Pass,197,2,160,9,336,0,0,22,39,0,43,1
464525,Pass,152,1,344,15,54,0,0,78,118,0,175,18
549204,Fail,45,1,19,0,2,0,0,3,16,0,23,10
549087,Fail,0,0,1,0,0,0,0,0,0,0,0,0
530153,Fail,156,16,93,0,1,2,0,26,31,0,52,27
531865,Pass,110,1,221,3,624,0,4,154,16,0,29,5
399792,Fail,81,0,48,0,4,2,0,0,19,0,40,6
473271,Pass,0,0,81,0,25,0,0,163,13,0,19,5
331156,Pass,0,0,16,0,3,0,0,0,6,0,6,6
297179,Pass,447,9,586,11,1704,0,11,192,281,0,269,38
430357,Fail,615,4,191,0,1,0,0,84,13,0,37,8
517890,Pass,335,3,193,0,0,0,0,69,18,0,31,8
632231,Fail,3,0,23,0,2,0,0,16,25,0,11,10
560597,Pass,205,1,168,6,592,0,4,150,43,0,41,1
542543,Fail,100,0,26,0,1,1,0,6,14,0,25,4
613416,Pass,67,0,76,1,8,0,0,59,26,0,54,8
684329,Pass,162,88,528,18,1195,0,10,279,118,0,130,8
547192,Pass,249,0,130,0,2,0,0,100,37,0,36,7
446755,Pass,473,2,182,0,24,0,0,85,10,0,26,14
687379,Pass,199,9,285,15,1363,0,12,146,79,0,50,3
558040,Pass,108,1,95,0,1,1,0,66,46,0,56,14
614745,Pass,0,0,17,0,16,0,0,66,2,0,6,0
611048,Fail,0,0,18,0,0,0,0,0,10,0,12,4
92832,Pass,645,0,260,0,1,0,0,76,33,0,45,7
70608,Pass,53,1,84,0,0,0,0,67,15,0,45,5
653944,Pass,0,0,15,0,13,0,0,0,1,0,0,0
689141,Pass,26,0,138,3,181,0,0,17,35,0,23,0
692215,Pass,11,5,257,18,1313,0,13,226,73,0,56,1
499387,Pass,118,0,186,0,2,0,0,85,95,0,116,21
227416,Fail,0,0,13,0,4,0,0,74,1,0,1,0
585611,Pass,383,5,114,5,41,0,0,67,20,0,38,7
616526,Fail,107,0,107,1,0,0,0,82,43,0,14,40
695235,Pass,34,11,166,1,646,0,9,1,30,0,21,0
539962,Fail,559,0,66,0,2,0,0,54,17,0,37,3
558114,Fail,68,1,140,0,1,0,0,25,23,0,40,8
542613,Pass,751,1,258,0,1,0,0,112,70,0,132,25
445889,Pass,466,0,116,0,0,0,0,63,39,1,31,13
700441,Pass,673,6,430,15,979,0,12,96,122,0,99,5
548124,Pass,255,3,99,0,0,0,0,74,14,0,22,1
433531,Pass,483,4,319,0,1,2,0,84,57,1,80,29
637238,Pass,85,6,189,19,538,0,15,178,36,0,45,4
572131,Fail,12,0,3,0,0,0,0,0,0,0,1,1
2649947,Pass,302,1,171,0,1,0,0,14,82,0,95,11
593743,Pass,468,3,198,0,48,0,0,123,32,0,57,44
591030,Pass,19,0,28,2,9,0,0,94,7,0,18,1
635435,Pass,106,0,121,0,28,0,0,74,34,0,38,8
568533,Pass,7,0,51,0,14,0,0,66,23,0,30,1
390461,Fail,98,0,53,0,0,0,0,38,6,0,24,11
598581,Pass,11,0,104,4,487,0,5,78,11,0,13,1
607892,Pass,412,5,218,3,40,0,0,129,97,0,126,92
589133,Pass,408,4,206,16,163,0,0,0,24,0,44,0
586742,Pass,130,0,68,0,17,0,0,79,10,0,20,8
605309,Fail,16,0,25,1,1,0,0,0,6,0,6,2
632536,Fail,110,1,34,0,0,0,0,25,2,0,3,1
2677541,Pass,541,2,507,7,821,0,7,154,64,0,94,9
607735,Pass,1871,1,422,0,10,0,0,84,22,0,32,10
161678,Fail,22,0,47,0,0,0,0,1,10,0,12,2
611023,Pass,16,0,34,0,5,0,0,69,7,0,3,0
508400,Fail,363,0,270,0,17,0,0,82,71,0,151,30
655662,Fail,0,0,8,0,2,0,0,0,2,0,0,0
512805,Fail,245,0,93,0,1,0,0,1,11,0,27,1
632148,Fail,55,3,115,0,15,0,0,57,12,0,28,55
161491,Pass,562,1,162,1,61,0,0,84,19,0,57,23
299027,Fail,0,0,10,0,0,0,0,0,7,0,5,2
699651,Pass,265,3,246,40,668,0,14,135,32,0,36,1
592900,Pass,211,0,276,0,46,0,0,102,59,0,156,88
483876,Pass,54,8,127,0,10,0,0,68,41,0,67,42
546322,Pass,221,2,165,0,1,0,0,70,25,0,66,17
541231,Fail,1078,0,317,0,0,0,0,108,14,0,35,9
595877,Fail,0,0,1,0,0,0,0,0,0,0,0,0
633245,Fail,512,2,220,1,21,0,0,14,25,0,48,10
640753,Fail,0,0,44,0,11,0,0,4,6,0,1,0
534428,Pass,105,2,118,2,189,0,0,55,25,0,26,2
685842,Pass,1137,20,730,13,811,0,0,402,77,0,120,4
351050,Pass,20,0,94,1,318,0,0,57,16,0,22,1
680918,Pass,220,1,193,24,660,0,8,74,27,0,23,0
2620178,Pass,193,0,142,0,0,0,0,86,25,0,15,12
587564,Pass,111,0,241,2,28,0,0,95,66,0,101,81
585200,Pass,130,0,147,0,6,0,0,130,42,0,44,13
91322,Pass,1154,2,251,0,1,0,0,67,47,0,81,13
654657,Pass,0,0,54,0,329,0,4,131,6,0,1,0
1886295,Pass,133,0,184,0,18,0,0,67,19,0,21,10
694473,Pass,17,6,155,5,277,0,0,223,50,0,48,5
430708,Pass,249,0,146,0,12,0,0,74,9,0,21,13
687566,Pass,32,0,288,8,700,0,10,173,27,0,35,0
228784,Pass,232,0,182,0,18,0,0,74,20,0,38,30
609194,Pass,281,1,51,1,102,0,0,1,21,0,15,0
687769,Pass,32,0,159,6,432,0,0,123,28,0,13,4
694155,Fail,29,0,161,3,900,0,10,268,9,0,27,3
567627,Pass,167,0,93,0,10,0,0,53,6,0,22,11
629245,Pass,131,0,250,28,1126,0,6,153,94,0,55,4
615173,Fail,2,0,38,0,2,0,0,56,10,0,11,6
567889,Pass,96,0,67,0,24,0,0,76,9,0,15,4
423871,Pass,7525,30,1131,0,1,6,0,161,64,0,267,116
498967,Pass,108,0,58,0,0,17,0,56,4,0,9,3
593421,Pass,366,0,56,1,5,0,0,120,0,0,5,1
593081,Pass,20,0,46,0,10,0,0,45,5,0,11,10
618631,Fail,6,0,13,0,1,0,0,16,3,0,4,1
629461,Fail,57,0,36,0,4,0,0,19,9,0,25,7
505413,Pass,9,0,76,0,11,0,0,78,12,0,18,6
529065,Pass,825,4,306,0,2,1,0,117,23,0,41,16
509901,Fail,92,0,23,0,1,1,0,13,28,0,12,2
290914,Pass,1,1,40,0,13,0,0,37,44,0,10,0
541523,Pass,555,0,224,0,0,0,0,63,14,0,23,9
434646,Pass,324,1,504,0,2,7,0,103,300,0,448,45
550668,Fail,181,0,94,0,2,0,0,80,21,0,36,14
612484,Pass,798,1,534,4,37,0,0,72,47,0,82,32
649110,Pass,256,0,346,8,627,0,9,152,213,0,36,2
698494,Pass,136,2,74,1,58,0,0,3,14,0,16,0
115452,Fail,174,0,212,1,0,0,0,112,13,0,55,23
566814,Pass,387,0,78,1,3,0,0,71,8,0,20,2
562495,Fail,291,0,182,0,1,0,0,90,21,0,47,16
372997,Pass,239,0,249,1,55,0,0,108,41,0,189,46
550098,Fail,333,12,323,0,9,9,0,238,191,0,250,91
605595,Fail,94,0,146,0,8,0,0,66,40,0,75,35
569141,Pass,46,0,72,0,7,0,0,79,15,0,31,18
694338,Pass,3,0,176,29,593,0,3,157,31,0,30,1
521590,Pass,2141,0,367,0,34,0,0,85,25,0,28,11
291544,Pass,194,0,217,1,41,0,0,76,14,0,39,46
518711,Fail,13,0,6,0,0,0,0,0,0,0,0,0
555667,Pass,241,0,227,0,2,0,0,72,43,0,93,22
544881,Pass,700,2,452,0,2,1,0,95,54,0,88,17
625167,Pass,111,1,58,0,25,0,0,105,5,0,27,9
559584,Pass,39,1,49,0,18,0,0,82,11,0,15,4
98720,Pass,144,0,83,0,39,0,0,136,10,0,25,2
551759,Fail,0,0,3,0,0,0,0,0,0,0,1,1
379210,Fail,34,0,72,0,19,0,0,60,15,0,19,11
2692969,Pass,507,1,824,29,396,0,0,424,114,0,110,3
680146,Pass,121,5,271,16,1342,0,12,79,43,0,25,2
628119,Fail,721,0,251,0,28,0,0,95,8,0,32,44
503491,Pass,536,6,246,0,1,3,0,92,10,0,34,16
575404,Fail,15,0,117,0,282,0,0,7,56,0,22,1
331844,Pass,645,0,298,0,1,2,0,68,41,0,90,25
369986,Pass,15,0,47,0,11,0,0,64,35,0,9,4
507983,Fail,0,0,42,0,0,0,0,47,82,0,11,3
588039,Pass,60,1,57,0,15,0,0,62,7,0,14,3
571441,Pass,77,8,79,0,12,0,0,80,24,0,17,3
680798,Pass,469,9,307,33,810,0,18,193,215,0,95,4
621905,Pass,726,1,219,0,12,0,0,64,13,0,21,35
484490,Pass,504,5,426,13,1101,0,16,154,40,0,52,4
2446599,Pass,230,2,176,0,43,0,0,93,56,0,34,19
529452,Fail,483,2,288,0,2,1,0,68,52,1,36,14
556292,Pass,484,0,348,0,1,0,0,76,86,0,154,22
560968,Pass,395,1,412,0,1,0,0,79,75,0,204,26
563330,Pass,384,0,202,0,1,0,0,89,27,0,6,4
603908,Pass,161,0,91,0,10,0,0,1,8,0,20,14
618981,Pass,418,0,266,0,12,0,0,75,54,0,96,29
686762,Pass,157,7,150,4,389,0,0,47,46,0,35,3
575681,Pass,1916,10,328,2,43,0,0,79,51,0,91,56
593727,Pass,1359,0,572,3,52,0,0,120,80,0,124,93
646798,Pass,94,3,132,12,342,0,0,99,68,0,46,2
629554,Fail,0,0,12,0,6,0,0,86,0,0,4,2
530772,Pass,471,0,922,12,1067,0,3,95,56,0,78,5
623441,Pass,1,1,118,0,334,0,4,180,38,0,32,1
1759851,Pass,142,0,100,0,52,0,0,70,10,0,30,17
540249,Fail,106,0,274,0,50,0,0,57,154,0,149,46
630260,Fail,16,0,29,0,16,0,0,67,2,0,9,3
567048,Pass,994,0,289,0,84,0,0,100,17,0,35,34
549568,Pass,160,0,54,0,2,0,0,93,137,0,113,21
2281286,Pass,11,1,69,14,105,0,0,144,19,0,26,1
506804,Pass,233,1,296,2,46,0,0,96,105,0,169,100
600684,Pass,1945,4,1141,0,28,0,0,193,131,0,180,181
644599,Pass,0,0,25,4,9,0,0,7,37,0,14,0
442466,Pass,15,0,27,0,0,0,0,24,17,0,12,2
599037,Pass,1195,9,444,2,44,0,0,91,191,0,192,54
648751,Pass,173,3,176,12,779,0,14,80,29,0,43,2
2520290,Pass,664,7,696,26,1982,0,18,316,187,0,119,5
573790,Pass,448,0,162,0,5,0,0,102,5,0,10,32
519078,Pass,117,0,157,0,12,0,0,54,21,0,34,6
514031,Pass,705,2,213,0,23,0,0,70,39,0,57,48
528904,Pass,839,0,291,0,1,0,0,78,24,0,40,5
693230,Pass,8,0,53,11,104,0,0,52,31,0,21,2
683120,Pass,363,0,265,3,1174,0,13,251,40,0,52,2
561608,Pass,0,1,171,0,537,0,9,47,150,0,22,1
264694,Fail,7,0,146,0,456,0,0,109,14,0,21,2
556553,Pass,222,0,151,0,2,0,0,89,29,0,79,26
484550,Fail,11,0,18,0,38,0,0,0,4,0,7,0
529383,Fail,29,0,44,0,0,0,0,5,41,0,75,8
598837,Pass,5,0,100,0,481,0,4,114,30,0,32,0
629490,Fail,1242,1,370,1,24,0,0,129,28,0,48,32
2377567,Pass,684,1,370,0,1,1,0,82,61,0,102,50
559989,Fail,61,1,60,0,0,0,0,0,29,0,37,18
414028,Pass,772,1,579,2,17,0,0,98,176,0,122,64
479020,Pass,1539,0,538,1,25,0,0,122,11,0,60,14
558962,Pass,312,1,114,0,27,0,0,61,14,0,25,8
611241,Pass,55,0,64,12,206,0,0,157,12,0,14,0
648416,Pass,191,3,199,5,505,0,0,98,197,0,108,1
674349,Pass,2,2,188,4,1092,0,9,159,161,0,39,2
558250,Pass,2280,4,313,0,3,0,0,91,25,0,39,9
540293,Pass,159,0,145,0,18,0,0,89,11,0,13,22
625477,Pass,288,2,163,0,22,0,0,98,28,0,44,36
548791,Pass,164,7,114,0,1,1,0,81,24,0,40,16
568019,Pass,7,0,162,0,269,0,0,108,31,0,12,1
296232,Pass,364,0,134,0,3,0,0,79,13,0,21,6
601356,Pass,644,1,379,0,72,0,0,101,21,0,58,61
2602809,Pass,7380,11,863,0,2,1,0,190,35,0,128,50
2213424,Pass,444,1,316,0,103,0,0,101,40,0,56,10
656187,Pass,82,0,63,4,83,0,0,0,21,0,27,1
653027,Fail,0,0,15,0,37,0,0,116,1,0,6,1
539426,Fail,0,0,11,0,1,0,0,0,3,0,5,3
633865,Fail,31,0,15,0,8,0,0,0,5,0,6,1
341611,Fail,0,0,77,0,110,0,0,14,18,0,27,3
558168,Pass,84,0,48,0,0,0,0,65,6,0,19,3
656373,Pass,43,1,192,17,738,0,11,153,23,0,44,1
566339,Pass,27,0,49,0,9,0,0,39,9,0,12,10
601247,Pass,15,0,147,6,768,0,9,112,57,0,60,3
563302,Pass,7,0,170,1,733,0,9,317,62,0,34,3
695186,Fail,0,0,4,0,0,0,0,0,2,0,1,0
629037,Pass,134,0,198,0,18,0,0,96,19,0,44,54
606229,Pass,72,1,78,0,45,0,0,99,10,0,25,8
647056,Pass,353,24,602,39,3061,0,44,283,161,0,251,7
636302,Pass,371,11,564,22,1587,0,18,185,129,0,51,1
581139,Pass,45,1,62,0,23,0,0,104,10,0,18,6
199663,Pass,5,0,201,0,24,0,0,89,16,0,42,26
496041,Pass,203,0,97,0,0,0,0,70,7,0,16,3
606690,Pass,609,0,216,0,60,0,0,80,49,0,83,28
688263,Fail,4,0,14,0,27,0,0,0,11,0,7,0
1910175,Pass,405,1,233,0,36,0,0,102,68,0,101,58
593898,Pass,763,0,580,1,28,0,0,95,36,0,55,29
596964,Pass,359,0,106,1,7,0,0,70,12,0,24,6
604921,Fail,1208,1,773,0,53,0,0,103,66,0,154,175
2540362,Fail,140,2,72,0,0,0,0,53,10,0,28,10
697417,Pass,8,12,123,0,1031,0,0,208,43,0,37,2
493465,Pass,118,4,196,0,31,0,0,76,21,0,72,62
542472,Fail,0,0,2,0,1,0,0,0,3,0,1,0
572119,Fail,18,2,83,4,205,0,0,0,30,0,19,0
305173,Fail,1,4,4,0,5,0,0,1,5,0,15,6
154125,Fail,22,0,8,0,0,0,0,52,3,0,11,1
504597,Pass,39,10,281,50,2379,0,23,164,111,0,47,3
547697,Pass,102,3,44,0,0,0,0,60,5,0,11,4
426650,Pass,233,0,130,0,0,0,0,128,13,1,35,11
694706,Pass,6,2,70,0,202,0,0,0,13,0,12,1
318848,Pass,52,1,134,0,16,0,0,75,47,0,66,16
1776925,Fail,21,0,40,0,0,0,0,43,9,0,28,12
593715,Pass,106,0,48,0,32,0,0,84,36,0,26,15
439710,Pass,41,0,247,0,8,0,0,106,84,0,132,13
